video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=4TDEs8lgfgI&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,Target closure explanation contradicted by report on crime at Seattle stores,5.8K,4 weeks,A CNBC report counters Target's statements about crime and safety being the main reasons for two Seattle store closures.,2024-01-19 22:07:04.922843
/watch?v=V3b9Dwrjr9U&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,"Multi-state sex trafficking scheme had clients in Bellevue and Seattle, investigators say",22K,8 months,A man accused of being involved in a multi-state sex trafficking scheme who had clients in Seattle and Bellevue appeared in ...,2024-01-19 22:07:04.930482
/watch?v=8xTQ4t0TQlI&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,12-year-old arrested in violent crime spree in Tukwila | FOX 13 Seattle,24K,7 months,A child is on a seemingly unstoppable crime spree spanning several months. Subscribe to FOX 13 Seattle: ...,2024-01-19 22:07:12.321805
/watch?v=U4qsQK_38kM&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,"Tacoma residents, business owners come together to discuss rising crime | FOX 13 Seattle",3.9K,10 months,Fed up business owners addressed city officials on Thursday Subscribe to FOX 13 Seattle: ...,2024-01-19 22:07:12.323889
/watch?v=mSy8UmyPAxs&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,Community action group addresses sex work on Aurora Ave. | FOX 13 Seattle,5K,15 hours,"On Thursday, two dozen people gathered at 125th Street Grill to talk about the issue, learn and potentially see what they can do to ...",2024-01-19 22:07:12.325461
/watch?v=vPNMXlMpKdg&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,Judge rules SPD can't enforce property destruction laws | FOX 13 Seattle,3.7K,7 months,"In her ruling, judge Marsha Pechman said Seattle's laws against graffiti and property destruction are vague and violate free ...",2024-01-19 22:07:12.327080
/watch?v=5pNGVMr-D0U&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,What is Seattle doing to get repeat criminals off the streets?,1.3K,4 years,"Many thieves, carjackers and robbers get out of jail quickly and almost immediately commit the same crime to someone else.",2024-01-19 22:07:12.328668
/watch?v=5eG6HNG02EU&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@komonews,KOMO News,Sex for sale: Prostitution stirs requests for Seattle police crackdown,1.1M,2 years,The world's oldest profession is thriving in North Seattle along Aurora Avenue amid protests by frustrated neighbors and business ...,2024-01-19 22:07:12.330608
/watch?v=2m69pU8Wzm4&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,"Seattle by numbers: growth, crime, and life in the Emerald City - New Day Northwest",930,4 years,Seattle experienced incredible growth in the last ten years. Has that led to more crime? Or not?,2024-01-19 22:07:12.332880
/watch?v=Oi-Vl8ZIB5o&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,Property crime overwhelms SODO businesses,3.6K,11 months,Property crime is overwhelming some businesses in Seattle's SODO neighborhood. Landlords and business owners say they are ...,2024-01-19 22:07:12.334538
/watch?v=QDIahUjPTEo&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,"A look at Tacoma's crime ""hot spots""",7K,1 year,"Tacoma's Hilltop and Sector 4, north of Parkland and east of I-5, are the most troublesome areas for crime.",2024-01-19 22:07:12.336184
/watch?v=xudD3NFGsdA&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,Violent crime up as Washington state sees decrease in police officers: 2021 crime report,3.1K,1 year,"Violent crime, including murder and assault, increased by more than 12% in 2021 while the number of police officers decreased ...",2024-01-19 22:07:12.337910
/watch?v=B2nRzu0AuWU&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,South Seattle residents hold gathering in solidarity against violence,2.1K,4 months,People who live in south Seattle are calling for solidarity in response to the rise in violence in the area. Tuesday afternoon several ...,2024-01-19 22:07:12.339432
/watch?v=6znowEeKwSg&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,Police: Teen girl hides upstairs as intruder breaks into Seattle home,15K,4 months,"A man allegedly broke into a Seattle home last week while a teen girl was hiding upstairs, the Seattle Police Department (SPD) ...",2024-01-19 22:07:12.340962
/watch?v=geksrEIYEIo&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,Washington authorities say criminals know they can get away if they can 'just get into a car',303K,11 months,An effort continues to roll back changes to police pursuit laws that took effect in 2021. Washington officials say criminals knowingly ...,2024-01-19 22:07:12.342620
/watch?v=w-29nymZYKI&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KTVUFox2,KTVU FOX 2 San Francisco,"SF stores install exit gates, chain locks to stop shoplifting",1.9M,6 months,San Francisco supermarkets and retailers are implementing unprecedented security measures to thwart what has been described ...,2024-01-19 22:07:12.344174
/watch?v=Py0-rwEl5vw&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,"Neighbors voice concerns over crime, drug use in downtown Seattle | FOX 13 Seattle",5.2K,6 months,"With a pregnant woman recently shot and killed in Belltown in what has been called a random act of violence, residents and ...",2024-01-19 22:07:12.346242
/watch?v=v11c1Qys7WI&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,"Crime, violence could lead to Seattle park’s condemnation",4.2K,2 years,"Crime and violence have plagued City Hall Park in downtown Seattle, leading a county councilmember to spearhead an effort to ...",2024-01-19 22:07:12.347679
/watch?v=VFGNplvo-WA&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,Suspects tied to organized crime group arrested | FOX 13 Seattle,6.2K,6 months,The group is accused of committing over 200 burglaries in Puget Sound Subscribe to FOX 13 Seattle: ...,2024-01-19 22:07:12.349145
/watch?v=PL4-3gd8YzQ&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,Deputies seeing influx of teenage crimes,16K,3 months,Three suspects are on the loose and a 14- year-old is in custody after investigators say the group went on a violent crime spree ...,2024-01-19 22:07:12.350485
/watch?v=DTXa7b9BSf0&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,"Seattle Police: Teen suspects connected to 14 robberies, most targeting residents of Asian descent",9.6K,4 months,"After a string of at least 14 armed robberies targeting families of Asian descent in South Seattle, Seattle Police are now speaking ...",2024-01-19 22:07:12.351939
/watch?v=v45dFfWcRuk&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@komonews,KOMO News,Security officer thwarts suspected armed robber outside Seattle Whole Foods store,35K,3 weeks,"An armed robber charged into a Seattle grocery store holding what looked like a real pistol straight out in front of her, but a ...",2024-01-19 22:07:12.353667
